189,31,17,0.164,14,4,4,0.286,15.914,15.785,155,7,34,6,4,0.176,10,2,4,0.2,16.233,15.745,96,5,0
48,5,12,0.104,24,2,13,0.083,15.818,15.804,97,16,37,5,18,0.135,9,0,1,0.0,16.376,16.322,105,8,1
25,6,6,0.24,7,2,4,0.286,16.322,16.402,66,7,30,10,4,0.333,23,6,7,0.261,17.007,17.222,64,7,1
65,12,14,0.185,13,2,8,0.154,16.028,16.057,120,7,27,6,11,0.222,3,0,1,0.0,16.166,16.291,71,8,0
12,5,5,0.417,2,1,1,0.5,16.355,16.396,65,8,5,2,2,0.4,2,1,1,0.5,15.496,15.542,56,9,0
41,11,7,0.268,35,7,8,0.2,16.868,16.931,103,12,70,13,18,0.186,19,3,7,0.158,16.25,16.037,100,7,1
27,8,14,0.296,2,0,1,0.0,16.086,15.876,99,7,5,2,2,0.4,2,1,1,0.5,15.496,15.542,56,9,0
67,8,20,0.119,54,5,19,0.093,15.866,15.939,122,7,12,4,4,0.333,4,0,1,0.0,16.228,16.24,63,8,1
67,8,20,0.119,54,5,19,0.093,15.866,15.939,122,7,95,19,11,0.2,11,1,5,0.091,16.065,15.998,122,7,1
30,7,9,0.233,12,3,3,0.25,16.235,16.231,71,5,66,10,29,0.152,45,7,20,0.156,15.612,15.611,98,4,0
69,11,16,0.159,22,4,9,0.182,15.906,16.026,81,7,7,1,3,0.143,2,0,1,0.0,15.928,15.897,66,9,0
22,6,7,0.273,6,2,2,0.333,16.345,16.468,132,8,62,24,9,0.387,3,1,1,0.333,16.285,16.075,145,14,1
22,6,7,0.273,6,2,2,0.333,16.345,16.468,132,8,28,5,7,0.179,12,1,4,0.083,15.872,15.946,65,7,1
95,15,20,0.158,40,4,18,0.1,16.183,16.451,125,6,104,21,13,0.202,23,4,6,0.174,16.327,16.365,139,4,0
47,16,7,0.34,16,3,10,0.188,16.81,17.134,95,10,45,4,19,0.089,26,2,17,0.077,15.589,15.565,77,6,1
47,16,7,0.34,16,3,10,0.188,16.81,17.134,95,10,79,9,18,0.114,40,7,10,0.175,16.707,16.49,98,5,1
42,8,9,0.19,16,2,7,0.125,15.831,15.869,70,7,10,3,4,0.3,4,0,1,0.0,15.92,15.979,71,7,1
6,1,4,0.167,4,0,1,0.0,15.503,15.473,44,6,33,8,9,0.242,5,2,1,0.4,15.843,15.984,78,5,1
121,28,11,0.231,11,3,6,0.273,16.231,16.049,127,5,18,1,3,0.056,9,0,1,0.0,15.476,15.478,69,6,0
95,17,23,0.179,50,9,13,0.18,16.035,16.065,122,7,72,16,12,0.222,1,1,1,1.0,16.575,16.282,110,5,1
34,8,11,0.235,17,2,9,0.118,15.967,16.031,88,4,72,16,12,0.222,1,1,1,1.0,16.575,16.282,110,5,1
79,17,17,0.215,7,2,5,0.286,16.6,15.942,131,4,32,3,16,0.094,2,0,1,0.0,16.123,15.86,103,7,0
79,17,17,0.215,7,2,5,0.286,16.6,15.942,131,4,38,9,10,0.237,8,4,1,0.5,15.931,16.135,120,5,0
16,2,11,0.125,5,0,1,0.0,15.985,16.081,49,5,122,16,15,0.131,2,1,1,0.5,15.994,15.931,136,20,1
8,1,7,0.125,2,0,1,0.0,16.089,16.189,52,10,122,16,15,0.131,2,1,1,0.5,15.994,15.931,136,20,1
53,13,9,0.245,26,3,11,0.115,16.254,15.959,97,5,53,7,13,0.132,11,0,1,0.0,16.22,15.898,97,7,0
53,13,9,0.245,26,3,11,0.115,16.254,15.959,97,5,36,5,20,0.139,1,0,1,0.0,15.928,16.037,61,10,0
47,8,14,0.17,14,2,6,0.143,16.296,16.26,70,7,9,0,1,0.0,5,0,1,0.0,15.654,15.697,63,7,0
25,4,7,0.16,5,2,2,0.4,16.079,16.067,65,5,31,5,11,0.161,16,4,6,0.25,16.298,16.329,96,11,1
61,16,7,0.262,8,0,1,0.0,15.869,15.886,96,9,31,5,11,0.161,16,4,6,0.25,16.298,16.329,96,11,1
211,33,30,0.156,15,3,6,0.2,16.04,15.899,149,7,80,16,14,0.2,19,3,8,0.158,16.114,16.018,138,7,1
211,33,30,0.156,15,3,6,0.2,16.04,15.899,149,7,71,15,9,0.211,20,6,7,0.3,16.378,16.241,125,7,1
17,2,5,0.118,7,1,3,0.143,15.993,16.27,59,11,42,8,8,0.19,10,3,4,0.3,15.978,16.049,120,7,0
17,2,5,0.118,7,1,3,0.143,15.993,16.27,59,11,38,7,12,0.184,9,2,6,0.222,16.963,17.892,102,7,0
80,22,12,0.275,42,15,6,0.357,16.316,16.326,130,9,47,11,15,0.234,9,2,1,0.222,16.138,16.11,87,7,1
64,11,8,0.172,22,3,8,0.136,16.084,15.692,109,9,63,5,29,0.079,17,1,13,0.059,16.235,16.402,92,7,0
48,17,7,0.354,13,3,3,0.231,16.146,16.22,134,5,12,3,3,0.25,4,2,2,0.5,15.931,16.089,63,10,1
48,17,7,0.354,13,3,3,0.231,16.146,16.22,134,5,89,12,12,0.135,67,6,18,0.09,15.989,15.87,122,11,1
17,2,5,0.118,8,1,1,0.125,16.946,16.895,71,9,37,11,6,0.297,10,1,1,0.1,16.201,15.557,79,7,0
41,10,11,0.244,10,3,1,0.3,16.24,16.235,87,5,18,6,6,0.333,4,0,1,0.0,16.76,16.742,69,7,1
21,2,16,0.095,10,0,1,0.0,16.202,16.124,90,7,41,14,7,0.341,9,3,2,0.333,16.064,16.182,69,7,0
44,11,13,0.25,5,1,4,0.2,16.249,16.212,77,7,22,5,5,0.227,5,1,1,0.2,16.933,16.156,109,12,0
6,3,2,0.5,2,1,1,0.5,15.789,15.787,57,10,48,10,6,0.208,20,3,5,0.15,16.143,16.258,100,6,1
22,3,5,0.136,15,2,5,0.133,16.385,15.611,89,14,16,2,10,0.125,1,0,1,0.0,16.21,16.0,127,7,1
23,6,12,0.261,2,1,1,0.5,16.076,16.371,60,5,48,8,26,0.167,7,1,6,0.143,15.785,15.719,84,9,1
19,2,16,0.105,16,0,1,0.0,16.185,16.201,111,21,48,8,26,0.167,7,1,6,0.143,15.785,15.719,84,9,1
35,6,8,0.171,20,3,6,0.15,15.976,15.992,91,9,32,7,9,0.219,6,0,1,0.0,16.033,16.213,79,6,0
35,6,8,0.171,20,3,6,0.15,15.976,15.992,91,9,56,14,13,0.25,1,0,1,0.0,15.929,15.995,97,7,0
30,2,11,0.067,14,0,1,0.0,15.782,15.789,57,5,32,7,9,0.219,6,0,1,0.0,16.033,16.213,79,6,0
30,2,11,0.067,14,0,1,0.0,15.782,15.789,57,5,56,14,13,0.25,1,0,1,0.0,15.929,15.995,97,7,0
34,7,14,0.206,3,1,1,0.333,16.694,16.143,68,7,18,1,12,0.056,11,1,7,0.091,17.215,16.262,183,14,0
53,10,14,0.189,5,0,1,0.0,16.331,16.284,76,7,25,3,10,0.12,4,0,1,0.0,15.451,15.663,64,9,0
70,12,14,0.171,16,2,10,0.125,15.994,15.931,99,16,48,9,9,0.188,15,3,4,0.2,16.202,16.203,90,7,1
70,12,14,0.171,16,2,10,0.125,15.994,15.931,99,16,88,16,14,0.182,20,4,7,0.2,16.137,16.155,93,7,1
2,1,1,0.5,1,0,1,0.0,16.694,16.734,49,7,7,3,2,0.429,2,1,1,0.5,16.406,16.461,72,11,0
25,5,8,0.2,20,4,7,0.2,15.457,15.437,141,7,32,4,13,0.125,2,1,1,0.5,16.553,16.013,62,7,0
10,2,6,0.2,7,0,1,0.0,15.887,15.876,61,4,13,4,6,0.308,4,1,1,0.25,15.871,16.009,95,12,0
72,16,9,0.222,18,6,6,0.333,16.185,16.228,98,7,97,13,20,0.134,14,3,6,0.214,16.584,16.521,136,7,1
67,10,20,0.149,14,4,6,0.286,16.534,16.235,137,7,20,3,10,0.15,5,1,4,0.2,15.897,15.865,83,7,1
67,10,20,0.149,14,4,6,0.286,16.534,16.235,137,7,18,3,11,0.167,14,2,2,0.143,15.494,15.45,141,10,1
60,9,22,0.15,12,2,6,0.167,16.978,16.537,106,7,25,7,4,0.28,3,1,2,0.333,16.235,16.317,99,6,1
24,7,7,0.292,5,1,3,0.2,16.951,16.22,77,7,28,5,11,0.179,6,0,1,0.0,16.316,16.393,72,4,0
8,1,4,0.125,6,1,4,0.167,15.891,15.902,42,7,121,22,32,0.182,41,6,12,0.146,15.975,16.21,153,7,1
8,2,4,0.25,3,0,1,0.0,16.529,16.536,53,4,18,3,5,0.167,4,0,1,0.0,16.555,15.631,80,6,0
1,0,1,0.0,1,0,1,0.0,15.389,15.389,96,7,121,22,32,0.182,41,6,12,0.146,15.975,16.21,153,7,1
63,10,14,0.159,17,3,5,0.176,16.057,15.72,139,4,14,5,4,0.357,2,0,1,0.0,16.284,16.211,57,7,0
43,11,6,0.256,5,2,2,0.4,16.136,16.173,124,7,13,1,6,0.077,10,1,6,0.1,15.606,15.626,66,6,1
58,12,9,0.207,10,1,5,0.1,15.904,15.968,93,5,14,5,4,0.357,2,0,1,0.0,16.284,16.211,57,7,0
10,1,4,0.1,4,0,1,0.0,15.958,15.943,70,7,64,12,17,0.188,14,4,5,0.286,16.285,16.273,101,7,0
15,2,3,0.133,9,2,1,0.222,16.61,16.593,76,4,64,8,16,0.125,9,1,1,0.111,15.976,15.955,92,7,1
41,13,8,0.317,9,3,4,0.333,16.453,16.487,98,5,103,13,18,0.126,33,4,10,0.121,16.003,15.791,124,7,0
41,13,8,0.317,9,3,4,0.333,16.453,16.487,98,5,67,14,10,0.209,8,1,3,0.125,16.956,16.44,127,11,0
87,9,16,0.103,43,6,16,0.14,15.731,15.692,91,6,23,7,3,0.304,4,1,1,0.25,15.882,16.099,83,7,1
87,9,16,0.103,43,6,16,0.14,15.731,15.692,91,6,42,9,16,0.214,7,0,1,0.0,16.644,16.661,78,7,1
55,7,20,0.127,4,0,1,0.0,16.427,16.089,94,4,23,7,3,0.304,4,1,1,0.25,15.882,16.099,83,7,1
55,7,20,0.127,4,0,1,0.0,16.427,16.089,94,4,42,9,16,0.214,7,0,1,0.0,16.644,16.661,78,7,1
25,6,12,0.24,4,1,1,0.25,16.342,16.481,73,7,33,11,5,0.333,13,4,5,0.308,16.271,16.365,63,4,0
40,8,9,0.2,2,0,1,0.0,16.291,15.886,72,4,33,11,5,0.333,13,4,5,0.308,16.271,16.365,63,4,0
8,2,5,0.25,4,0,1,0.0,15.896,15.977,69,10,33,11,5,0.333,13,4,5,0.308,16.271,16.365,63,4,0
58,9,23,0.155,16,1,15,0.063,16.075,16.027,120,7,14,4,5,0.286,1,0,1,0.0,15.911,15.889,47,6,1
58,9,23,0.155,16,1,15,0.063,16.075,16.027,120,7,43,11,9,0.256,8,1,6,0.125,16.379,16.371,71,7,1
58,9,23,0.155,16,1,15,0.063,16.075,16.027,120,7,55,10,11,0.182,6,0,1,0.0,16.256,15.881,94,5,1
42,7,12,0.167,10,2,1,0.2,16.447,16.393,113,7,22,5,8,0.227,9,0,1,0.0,16.036,15.986,74,7,0
73,8,17,0.11,19,3,7,0.158,16.469,16.984,110,7,90,10,24,0.111,7,1,6,0.143,16.881,16.362,173,7,1
35,9,10,0.257,1,1,1,1.0,16.179,16.043,84,10,90,10,24,0.111,7,1,6,0.143,16.881,16.362,173,7,1
44,8,13,0.182,20,1,4,0.05,16.276,16.321,96,3,90,10,24,0.111,7,1,6,0.143,16.881,16.362,173,7,1
22,1,14,0.045,3,0,1,0.0,16.699,15.972,78,7,62,20,13,0.323,31,11,9,0.355,16.488,16.219,107,14,1
22,1,14,0.045,3,0,1,0.0,16.699,15.972,78,7,11,1,2,0.091,1,0,1,0.0,16.083,16.106,68,14,1
22,1,14,0.045,3,0,1,0.0,16.699,15.972,78,7,67,9,20,0.134,25,6,6,0.24,16.26,16.231,106,7,1
64,9,15,0.141,1,1,1,1.0,16.807,16.523,138,7,62,20,13,0.323,31,11,9,0.355,16.488,16.219,107,14,1
64,9,15,0.141,1,1,1,1.0,16.807,16.523,138,7,11,1,2,0.091,1,0,1,0.0,16.083,16.106,68,14,1
64,9,15,0.141,1,1,1,1.0,16.807,16.523,138,7,67,9,20,0.134,25,6,6,0.24,16.26,16.231,106,7,1
32,7,11,0.219,30,6,10,0.2,15.947,15.952,70,7,28,4,9,0.143,13,2,7,0.154,16.347,16.309,180,10,0
32,7,11,0.219,30,6,10,0.2,15.947,15.952,70,7,37,11,9,0.297,19,4,8,0.211,16.059,16.088,85,9,0
42,7,8,0.167,15,4,3,0.267,16.708,16.803,94,10,45,11,6,0.244,32,6,6,0.188,16.08,16.148,96,9,0
16,2,6,0.125,11,1,4,0.091,16.102,16.075,64,6,45,11,6,0.244,32,6,6,0.188,16.08,16.148,96,9,0
9,3,2,0.333,6,1,2,0.167,15.253,15.297,56,7,21,7,5,0.333,1,0,1,0.0,16.012,15.986,84,7,0
12,3,3,0.25,3,0,1,0.0,16.139,16.255,74,7,41,10,7,0.244,18,8,1,0.444,16.826,16.917,123,6,1
12,3,3,0.25,3,0,1,0.0,16.139,16.255,74,7,50,9,16,0.18,26,3,15,0.115,15.677,15.669,101,10,1
39,4,22,0.103,9,2,4,0.222,15.977,15.96,94,3,39,8,8,0.205,36,7,8,0.194,15.782,15.775,121,7,0
97,17,12,0.175,70,13,10,0.186,15.924,15.752,118,7,50,8,16,0.16,7,2,3,0.286,16.085,16.066,99,7,1
4,1,2,0.25,2,0,1,0.0,16.311,16.359,52,6,24,5,14,0.208,6,0,1,0.0,15.91,15.835,71,7,0
11,4,5,0.364,4,1,1,0.25,16.206,16.304,61,7,24,5,14,0.208,6,0,1,0.0,15.91,15.835,71,7,0
36,6,9,0.167,6,0,1,0.0,16.035,15.453,77,5,3,0,1,0.0,1,0,1,0.0,15.498,15.63,40,7,0
36,6,9,0.167,6,0,1,0.0,16.035,15.453,77,5,86,17,18,0.198,5,2,2,0.4,17.136,16.508,124,7,0
17,2,12,0.118,5,0,1,0.0,15.849,15.862,67,7,97,11,32,0.113,29,1,18,0.034,16.41,16.425,161,5,1
17,2,12,0.118,5,0,1,0.0,15.849,15.862,67,7,48,5,16,0.104,20,3,10,0.15,15.866,15.855,111,7,1
17,2,12,0.118,5,0,1,0.0,15.849,15.862,67,7,50,10,12,0.2,2,1,1,0.5,16.487,15.754,103,12,1
