5,0,0,1,4,3,2,3.95,34.5,2.0,11,0
1,2,2,3,2,3,2,4.2,36.1,3.0,7,1
2,0,3,4,1,1,4,6.0,28.8,4.0,11,0
0,3,2,4,1,2,3,5.1,31.0,2.0,15,1
0,0,5,2,3,4,1,2.15,32.5,2.0,6,1
4,0,1,3,2,2,3,7.6,25.8,3.0,6,1
1,1,3,4,1,4,1,3.75,29.4,2.0,11,0
4,1,0,5,0,0,5,5.6,31.3,4.0,3,0
2,1,2,3,2,3,2,3.15,31.4,3.0,5,1
0,0,5,1,4,4,1,3.55,34.1,2.0,5,1
0,1,4,3,2,3,2,3.55,23.9,2.0,5,0
0,0,5,4,1,2,3,3.75,32.0,2.0,7,0
2,1,2,4,1,2,3,5.0,24.7,3.0,7,1
3,1,1,5,0,1,4,8.0,26.6,4.0,12,0
4,1,0,2,3,1,4,4.2,28.6,2.0,9,1
1,1,3,3,2,4,1,4.4,30.5,2.0,7,0
1,1,3,3,2,2,3,3.65,25.2,2.0,4,1
2,2,1,1,4,3,2,8.45,26.3,5.0,10,1
2,3,0,5,0,2,3,3.6,27.3,2.0,11,0
3,1,1,3,2,1,4,5.5,31.5,4.0,11,1
1,3,1,2,3,4,1,2.2,27.7,2.0,6,0
3,2,0,4,1,2,3,3.25,25.9,2.0,17,0
1,2,2,5,0,1,4,4.3,25.3,1.0,10,1
1,3,1,5,0,1,4,5.0,25.3,3.0,9,1
2,2,1,5,0,2,3,4.4,30.0,2.0,14,0
0,1,2,2,1,2,1,4.417,27.4,2.0,5,1
1,1,3,3,2,4,1,4.3,33.7,2.0,7,0
4,0,1,3,2,2,3,5.5,31.0,4.0,7,1
3,0,2,0,5,3,2,2.3,26.8,3.0,7,1
2,3,0,3,2,4,1,5.9,29.9,3.0,7,0
2,0,3,4,1,2,3,3.7,25.1,2.0,6,1
3,0,2,5,0,3,2,4.3,24.2,5.0,7,0
2,1,2,3,2,4,1,3.95,29.5,4.0,11,0
2,1,2,4,1,2,3,4.35,25.0,2.0,5,1
1,0,4,4,1,3,2,2.65,29.5,4.0,7,0
1,2,2,1,4,2,3,4.2,34.8,2.0,17,1
3,2,0,4,1,1,4,5.1,27.2,1.0,5,0
1,1,3,4,1,4,1,2.85,30.6,2.0,11,0
4,0,1,4,1,1,4,4.4,24.5,3.0,7,0
2,0,3,3,2,2,3,4.9,31.2,3.0,14,1
1,1,3,4,1,3,2,2.9,30.6,2.0,8,0
1,2,2,5,0,2,3,4.1,28.7,3.0,8,1
2,0,3,3,2,3,2,2.1,27.6,1.0,21,1
2,2,1,4,1,2,3,2.85,34.0,3.0,10,0
2,1,2,4,1,2,3,4.6,26.1,4.0,7,0
3,0,2,4,1,1,4,5.15,31.3,4.0,7,0
4,1,0,1,4,2,3,4.75,26.7,2.0,7,0
0,1,4,4,1,4,1,3.8,30.2,3.0,4,1
3,2,0,2,3,2,3,3.56,34.0,2.0,11,1
2,2,1,5,0,0,5,5.8,32.5,3.0,10,0
4,1,0,4,1,2,3,4.8,35.8,3.0,12,0
2,3,0,5,0,3,2,3.8,34.0,2.0,8,1
2,1,2,2,3,3,2,3.85,25.3,1.0,14,1
3,1,1,4,1,2,3,4.95,22.6,5.0,7,1
0,0,5,2,3,4,1,1.7,26.4,2.0,24,0
4,0,1,3,2,3,2,3.6,28.4,2.0,6,0
0,0,5,5,0,3,2,2.85,31.6,2.0,4,1
0,1,4,4,1,3,2,4.2,29.2,3.0,7,1
4,1,0,5,0,1,4,8.2,31.8,4.0,16,0
4,1,0,2,3,2,3,3.7,29.1,3.0,17,1
2,1,2,3,2,2,3,4.6,26.5,2.0,7,1
2,0,3,4,1,3,2,4.6,33.3,2.0,7,0
4,0,1,3,2,1,4,4.1,31.3,3.0,11,1
0,0,2,1,1,2,0,4.25,25.7,1.0,9,1
3,1,1,1,4,4,1,5.1,27.3,3.0,7,1
2,1,2,4,1,1,4,5.4,28.5,3.0,9,0
0,2,3,3,2,2,3,4.5,27.6,3.0,8,0
3,2,0,2,3,3,2,5.0,25.9,4.0,12,1
1,3,1,4,1,4,1,2.85,23.1,2.0,7,1
2,1,2,4,1,1,4,5.5,29.0,3.0,11,0
1,0,4,3,2,4,1,2.5,30.4,2.0,5,0
2,0,3,5,0,3,2,4.2,30.4,2.0,5,0
4,1,0,1,4,3,2,2.7,31.2,2.0,10,1
3,1,1,3,2,2,3,4.2,23.9,2.0,11,0
1,0,4,4,1,3,2,2.55,35.4,1.0,5,1
1,1,3,4,1,4,1,4.85,28.6,4.0,7,1
4,0,1,2,3,2,3,8.8,35.5,4.0,14,0
2,2,1,4,1,3,2,4.15,28.1,3.0,7,0
2,1,2,5,0,2,3,6.3,28.0,4.0,11,0
3,2,0,3,2,2,3,3.8,28.3,2.0,18,0
3,1,1,4,1,0,5,4.8,24.2,2.0,7,1
2,1,2,1,4,4,1,3.1,31.2,3.0,7,1
1,1,3,3,2,4,1,2.85,29.2,1.0,9,0
1,1,3,3,2,3,2,5.7,26.1,2.0,11,0
2,0,3,5,0,2,3,2.4,31.3,2.0,8,1
1,1,3,5,0,2,3,3.75,29.9,3.0,6,0
3,2,0,3,2,3,2,4.8,25.4,3.0,5,1
2,0,3,3,2,3,2,2.05,26.7,3.0,9,1
2,0,3,4,1,1,4,7.6,25.6,2.0,7,0
0,1,4,1,4,4,1,3.65,29.1,2.0,11,0
1,1,3,4,1,3,2,6.3,26.2,6.0,10,0
0,2,3,5,0,2,3,3.85,36.0,2.0,8,0
2,1,2,2,3,3,2,3.05,32.2,3.0,10,1
0,0,1,0,1,1,0,2.0,34.1,1.0,11,0
0,0,5,4,1,2,3,5.8,33.3,3.0,10,1
2,1,2,2,3,3,2,3.0,26.3,3.0,7,1
3,2,0,5,0,1,4,6.4,28.3,2.0,7,1
0,1,4,4,1,4,1,3.05,25.6,2.0,8,0
0,1,4,3,2,3,2,4.05,33.3,2.0,10,1
0,2,3,5,0,3,2,6.4,25.5,1.0,15,0
1,2,2,5,0,3,2,3.45,23.4,2.0,17,1
2,1,2,3,2,2,3,5.9,26.8,2.0,6,1
