-0.2767,26.125,0.0137,-0.1018,0.25,1.0,1
-0.35,31.5364,0.0163,-0.0761,0.36,1.0,0
-0.1146,25.3,0.0151,-0.076,0.23,1.0,1
0.0364,30.8857,0.0136,-0.0593,0.29,1.0,1
0.2687,33.475,0.0216,-0.0739,0.13,1.0,1
-0.0721,26.85,0.0162,-0.0693,0.36,1.0,1
