3:53,Newcastle BAGS, Race 7 ,"1 - "4 - 6"
3:57,Doncaster SIS, Race 7 ,"1 - "4 - 5"
4:07,Henlow SIS, Race 5 ,"2 - "3 - 4"
4:14,Newcastle BAGS, Race 8 ,"1 - "2 - 5"
4:17,Doncaster SIS, Race 8 ,"1 - "4 - 6"
4:27,Henlow SIS, Race 6 ,"2 - "5 - 6"
4:28,Newcastle BAGS, Race 9 ,"1 - "2 - 6"
4:37,Doncaster SIS, Race 9 ,"3 - "4 - 5"
4:47,Newcastle BAGS, Race 10 ,"1 - "2 - 4"
4:48,Henlow SIS, Race 7 ,"1 - "3 - 4"
4:57,Doncaster SIS, Race 10 ,"1 - "4 - 6"
